"","scenario_year","le_job_growth_year","X","rgn_id","rgn_name","coast_job_growth","us_job_growth","job_score"
"1",2005,2008,25,5,"Connecticut",0.0370826091637573,0.00909598967729153,1
"2",2005,2008,26,6,"Maine",0.0376292463834818,0.00909598967729153,1
"3",2005,2008,27,10,"New York",0.0743180213131516,0.00909598967729153,1
"4",2005,2008,28,11,"Rhode Island",0.0142353323860231,0.00909598967729153,1
"5",2005,2008,29,7,"Massachusetts-North",0.044547988459577,0.00909598967729153,1
"6",2005,2008,30,8,"Massachusetts-South",0.0340844925825163,0.00909598967729153,1
"7",2005,2008,31,9,"New Hampshire",-0.0451804706473495,0.00909598967729153,0.790516015349202
"8",2005,2008,32,12,"Northeast",0.0551986013584151,0.00909598967729153,1
"9",2005,2008,109,1,"Offshore",NA,NA,NA
"10",2005,2008,110,2,"Georges Bank",NA,NA,NA
"11",2005,2008,111,3,"Gulf of Maine",NA,NA,NA
"12",2005,2008,112,4,"Mid-Atlantic Bight",NA,NA,NA
"13",2006,2008,25,5,"Connecticut",0.0370826091637573,0.00909598967729153,1
"14",2006,2008,26,6,"Maine",0.0376292463834818,0.00909598967729153,1
"15",2006,2008,27,10,"New York",0.0743180213131516,0.00909598967729153,1
"16",2006,2008,28,11,"Rhode Island",0.0142353323860231,0.00909598967729153,1
"17",2006,2008,29,7,"Massachusetts-North",0.044547988459577,0.00909598967729153,1
"18",2006,2008,30,8,"Massachusetts-South",0.0340844925825163,0.00909598967729153,1
"19",2006,2008,31,9,"New Hampshire",-0.0451804706473495,0.00909598967729153,0.790516015349202
"20",2006,2008,32,12,"Northeast",0.0551986013584151,0.00909598967729153,1
"21",2006,2008,109,1,"Offshore",NA,NA,NA
"22",2006,2008,110,2,"Georges Bank",NA,NA,NA
"23",2006,2008,111,3,"Gulf of Maine",NA,NA,NA
"24",2006,2008,112,4,"Mid-Atlantic Bight",NA,NA,NA
"25",2007,2008,25,5,"Connecticut",0.0370826091637573,0.00909598967729153,1
"26",2007,2008,26,6,"Maine",0.0376292463834818,0.00909598967729153,1
"27",2007,2008,27,10,"New York",0.0743180213131516,0.00909598967729153,1
"28",2007,2008,28,11,"Rhode Island",0.0142353323860231,0.00909598967729153,1
"29",2007,2008,29,7,"Massachusetts-North",0.044547988459577,0.00909598967729153,1
"30",2007,2008,30,8,"Massachusetts-South",0.0340844925825163,0.00909598967729153,1
"31",2007,2008,31,9,"New Hampshire",-0.0451804706473495,0.00909598967729153,0.790516015349202
"32",2007,2008,32,12,"Northeast",0.0551986013584151,0.00909598967729153,1
"33",2007,2008,109,1,"Offshore",NA,NA,NA
"34",2007,2008,110,2,"Georges Bank",NA,NA,NA
"35",2007,2008,111,3,"Gulf of Maine",NA,NA,NA
"36",2007,2008,112,4,"Mid-Atlantic Bight",NA,NA,NA
"37",2008,2008,25,5,"Connecticut",0.0370826091637573,0.00909598967729153,1
"38",2008,2008,26,6,"Maine",0.0376292463834818,0.00909598967729153,1
"39",2008,2008,27,10,"New York",0.0743180213131516,0.00909598967729153,1
"40",2008,2008,28,11,"Rhode Island",0.0142353323860231,0.00909598967729153,1
"41",2008,2008,29,7,"Massachusetts-North",0.044547988459577,0.00909598967729153,1
"42",2008,2008,30,8,"Massachusetts-South",0.0340844925825163,0.00909598967729153,1
"43",2008,2008,31,9,"New Hampshire",-0.0451804706473495,0.00909598967729153,0.790516015349202
"44",2008,2008,32,12,"Northeast",0.0551986013584151,0.00909598967729153,1
"45",2008,2008,109,1,"Offshore",NA,NA,NA
"46",2008,2008,110,2,"Georges Bank",NA,NA,NA
"47",2008,2008,111,3,"Gulf of Maine",NA,NA,NA
"48",2008,2008,112,4,"Mid-Atlantic Bight",NA,NA,NA
"49",2009,2009,33,5,"Connecticut",0.014912586617337,-0.04500450747466,1
"50",2009,2009,34,6,"Maine",0.00397053157948535,-0.04500450747466,1
"51",2009,2009,35,10,"New York",0.0310904701116319,-0.04500450747466,1
"52",2009,2009,36,11,"Rhode Island",-0.0423309183872804,-0.04500450747466,0.830676326450878
"53",2009,2009,37,7,"Massachusetts-North",0.00396633253319867,-0.04500450747466,1
"54",2009,2009,38,8,"Massachusetts-South",0.00163666121112915,-0.04500450747466,1
"55",2009,2009,39,9,"New Hampshire",-0.0739915029655491,-0.04500450747466,0.704033988137804
"56",2009,2009,40,12,"Northeast",0.0149652465497969,-0.04500450747466,1
"57",2009,2009,113,1,"Offshore",NA,NA,NA
"58",2009,2009,114,2,"Georges Bank",NA,NA,NA
"59",2009,2009,115,3,"Gulf of Maine",NA,NA,NA
"60",2009,2009,116,4,"Mid-Atlantic Bight",NA,NA,NA
"61",2010,2010,41,5,"Connecticut",0.00368754778072589,-0.0384128995844063,1
"62",2010,2010,42,6,"Maine",0.0235564089355125,-0.0384128995844063,1
"63",2010,2010,43,10,"New York",0.0498078292345601,-0.0384128995844063,1
"64",2010,2010,44,11,"Rhode Island",-0.032084736612078,-0.0384128995844063,0.871661053551688
"65",2010,2010,45,7,"Massachusetts-North",0.0109316408957656,-0.0384128995844063,1
"66",2010,2010,46,8,"Massachusetts-South",-0.0751041877402386,-0.0384128995844063,0.699583249039046
"67",2010,2010,47,9,"New Hampshire",-0.0174019500677715,-0.0384128995844063,0.930392199728914
"68",2010,2010,48,12,"Northeast",0.0257340785974867,-0.0384128995844063,1
"69",2010,2010,117,1,"Offshore",NA,NA,NA
"70",2010,2010,118,2,"Georges Bank",NA,NA,NA
"71",2010,2010,119,3,"Gulf of Maine",NA,NA,NA
"72",2010,2010,120,4,"Mid-Atlantic Bight",NA,NA,NA
"73",2011,2011,49,5,"Connecticut",0.0261152049354385,-0.00766972818613543,1
"74",2011,2011,50,6,"Maine",0.0397187805610528,-0.00766972818613543,1
"75",2011,2011,51,10,"New York",0.085267072116272,-0.00766972818613543,1
"76",2011,2011,52,11,"Rhode Island",0.00332086917867325,-0.00766972818613543,1
"77",2011,2011,53,7,"Massachusetts-North",0.0810354586989044,-0.00766972818613543,1
"78",2011,2011,54,8,"Massachusetts-South",-0.0461054513560923,-0.00766972818613543,0.815578194575631
"79",2011,2011,55,9,"New Hampshire",-0.0245653143111904,-0.00766972818613543,0.901738742755238
"80",2011,2011,56,12,"Northeast",0.0614352865776906,-0.00766972818613543,1
"81",2011,2011,121,1,"Offshore",NA,NA,NA
"82",2011,2011,122,2,"Georges Bank",NA,NA,NA
"83",2011,2011,123,3,"Gulf of Maine",NA,NA,NA
"84",2011,2011,124,4,"Mid-Atlantic Bight",NA,NA,NA
"85",2012,2012,57,5,"Connecticut",0.0553833406082846,0.0239730714474327,1
"86",2012,2012,58,6,"Maine",0.0432576952080619,0.0239730714474327,1
"87",2012,2012,59,10,"New York",0.107484721215146,0.0239730714474327,1
"88",2012,2012,60,11,"Rhode Island",0.0470582021759798,0.0239730714474327,1
"89",2012,2012,61,7,"Massachusetts-North",0.0757380920275865,0.0239730714474327,1
"90",2012,2012,62,8,"Massachusetts-South",0.00581951736802622,0.0239730714474327,0.933739640967271
"91",2012,2012,63,9,"New Hampshire",0.121643612693247,0.0239730714474327,1
"92",2012,2012,64,12,"Northeast",0.0850811872111756,0.0239730714474327,1
"93",2012,2012,125,1,"Offshore",NA,NA,NA
"94",2012,2012,126,2,"Georges Bank",NA,NA,NA
"95",2012,2012,127,3,"Gulf of Maine",NA,NA,NA
"96",2012,2012,128,4,"Mid-Atlantic Bight",NA,NA,NA
"97",2013,2013,65,5,"Connecticut",0.0951156812339333,0.0333670752329516,1
"98",2013,2013,66,6,"Maine",0.034113996115291,0.0333670752329516,1
"99",2013,2013,67,10,"New York",0.104169885726186,0.0333670752329516,1
"100",2013,2013,68,11,"Rhode Island",0.0644943761941401,0.0333670752329516,1
"101",2013,2013,69,7,"Massachusetts-North",0.0514765285658616,0.0333670752329516,1
"102",2013,2013,70,8,"Massachusetts-South",-0.0135671250076292,0.0333670752329516,0.834369606271311
"103",2013,2013,71,9,"New Hampshire",0.0943396226415094,0.0333670752329516,1
"104",2013,2013,72,12,"Northeast",0.0840659333427225,0.0333670752329516,1
"105",2013,2013,129,1,"Offshore",NA,NA,NA
"106",2013,2013,130,2,"Georges Bank",NA,NA,NA
"107",2013,2013,131,3,"Gulf of Maine",NA,NA,NA
"108",2013,2013,132,4,"Mid-Atlantic Bight",NA,NA,NA
"109",2014,2014,73,5,"Connecticut",0.060792259517471,0.0373723624710935,1
"110",2014,2014,74,6,"Maine",0.0334866403854577,0.0373723624710935,0.986478441934281
"111",2014,2014,75,10,"New York",0.111819098427609,0.0373723624710935,1
"112",2014,2014,76,11,"Rhode Island",0.0646128520195191,0.0373723624710935,1
"113",2014,2014,77,7,"Massachusetts-North",0.0508468867878313,0.0373723624710935,1
"114",2014,2014,78,8,"Massachusetts-South",0.060322654021802,0.0373723624710935,1
"115",2014,2014,79,9,"New Hampshire",0.044631684324685,0.0373723624710935,1
"116",2014,2014,80,12,"Northeast",0.0877099869175288,0.0373723624710935,1
"117",2014,2014,133,1,"Offshore",NA,NA,NA
"118",2014,2014,134,2,"Georges Bank",NA,NA,NA
"119",2014,2014,135,3,"Gulf of Maine",NA,NA,NA
"120",2014,2014,136,4,"Mid-Atlantic Bight",NA,NA,NA
"121",2015,2015,81,5,"Connecticut",0.0455412814448506,0.0402623535205733,1
"122",2015,2015,82,6,"Maine",0.0445523921760249,0.0402623535205733,1
"123",2015,2015,83,10,"New York",0.102399095671131,0.0402623535205733,1
"124",2015,2015,84,11,"Rhode Island",0.0462239212656066,0.0402623535205733,1
"125",2015,2015,85,7,"Massachusetts-North",0.109338330379807,0.0402623535205733,1
"126",2015,2015,86,8,"Massachusetts-South",0.137352775261115,0.0402623535205733,1
"127",2015,2015,87,9,"New Hampshire",0.0504614647009469,0.0402623535205733,1
"128",2015,2015,88,12,"Northeast",0.0893778267603307,0.0402623535205733,1
"129",2015,2015,137,1,"Offshore",NA,NA,NA
"130",2015,2015,138,2,"Georges Bank",NA,NA,NA
"131",2015,2015,139,3,"Gulf of Maine",NA,NA,NA
"132",2015,2015,140,4,"Mid-Atlantic Bight",NA,NA,NA
"133",2016,2016,89,5,"Connecticut",0.074135983441179,0.0378869808250244,1
"134",2016,2016,90,6,"Maine",0.0815781688057369,0.0378869808250244,1
"135",2016,2016,91,10,"New York",0.0777380713428917,0.0378869808250244,1
"136",2016,2016,92,11,"Rhode Island",0.0400884513874029,0.0378869808250244,1
"137",2016,2016,93,7,"Massachusetts-North",0.126751471752677,0.0378869808250244,1
"138",2016,2016,94,8,"Massachusetts-South",0.0381411983734261,0.0378869808250244,1
"139",2016,2016,95,9,"New Hampshire",0.0896481466969672,0.0378869808250244,1
"140",2016,2016,96,12,"Northeast",0.0787039024724208,0.0378869808250244,1
"141",2017,2016,89,5,"Connecticut",0.074135983441179,0.0378869808250244,1
"142",2017,2016,90,6,"Maine",0.0815781688057369,0.0378869808250244,1
"143",2017,2016,91,10,"New York",0.0777380713428917,0.0378869808250244,1
"144",2017,2016,92,11,"Rhode Island",0.0400884513874029,0.0378869808250244,1
"145",2017,2016,93,7,"Massachusetts-North",0.126751471752677,0.0378869808250244,1
"146",2017,2016,94,8,"Massachusetts-South",0.0381411983734261,0.0378869808250244,1
"147",2017,2016,95,9,"New Hampshire",0.0896481466969672,0.0378869808250244,1
"148",2017,2016,96,12,"Northeast",0.0787039024724208,0.0378869808250244,1
